City,Country,Scraping Link,Location,translated_original,translated_mymemory
Shinyanga,Tanzania,,Shinyanga Tanzania,nan,nan
Iringa,Tanzania,,Iringa Tanzania,nan,nan
Singida,Tanzania,,Singida Tanzania,nan,nan
Njombe,Tanzania,,Njombe Tanzania,nan,nan
Bukoba,Tanzania,,Bukoba Tanzania,nan,nan
Kibaha,Tanzania,,Kibaha Tanzania,nan,nan
Mtwara,Tanzania,,Mtwara Tanzania,nan,nan
Mpanda,Tanzania,,Mpanda Tanzania,nan,nan
Tunduma,Tanzania,,Tunduma Tanzania,nan,nan
Makambako,Tanzania,,Makambako Tanzania,nan,nan
Babati,Tanzania,,Babati Tanzania,nan,nan
Handeni,Tanzania,,Handeni Tanzania,nan,nan
Lindi,Tanzania,,Lindi Tanzania,nan,nan
Korogwe,Tanzania,,Korogwe Tanzania,nan,nan
Mafinga,Tanzania,,Mafinga Tanzania,nan,nan
Nansio,Tanzania,,Nansio Tanzania,nan,nan
Bangkok,Thailand,,Bangkok Thailand,nan,nan
Nonthaburi,Thailand,,Nonthaburi Thailand,nan,nan
Pak Kret,Thailand,,Pak Kret Thailand,nan,nan
Hat Yai,Thailand,,Hat Yai Thailand,nan,nan
Chaophraya Surasak,Thailand,,Chaophraya Surasak Thailand,nan,nan
Surat Thani,Thailand,,Surat Thani Thailand,nan,nan
Nakhon Ratchasima,Thailand,,Nakhon Ratchasima Thailand,nan,nan
Chiang Mai,Thailand,,Chiang Mai Thailand,nan,nan
Udon Thani,Thailand,,Udon Thani Thailand,nan,nan
Pattaya,Thailand,,Pattaya Thailand,nan,nan
Khon Kaen,Thailand,,Khon Kaen Thailand,nan,nan
Nakhon Si Thammarat,Thailand,,Nakhon Si Thammarat Thailand,nan,nan
Laem Chabang,Thailand,,Laem Chabang Thailand,nan,nan
Rangsit,Thailand,,Rangsit Thailand,nan,nan
Nakhon Sawan,Thailand,,Nakhon Sawan Thailand,nan,nan
Phuket,Thailand,,Phuket Thailand,nan,nan
Chiang Rai,Thailand,,Chiang Rai Thailand,nan,nan
Ubon Ratchathani,Thailand,,Ubon Ratchathani Thailand,nan,nan
Nakhon Pathom,Thailand,,Nakhon Pathom Thailand,nan,nan
Ko Samui,Thailand,,Ko Samui Thailand,nan,nan
Samut Sakhon,Thailand,,Samut Sakhon Thailand,nan,nan
Phitsanulok,Thailand,,Phitsanulok Thailand,nan,nan
Rayong,Thailand,,Rayong Thailand,nan,nan
Songkhla,Thailand,,Songkhla Thailand,nan,nan
Yala,Thailand,,Yala Thailand,nan,nan
Trang,Thailand,,Trang Thailand,nan,nan
Om Noi,Thailand,,Om Noi Thailand,nan,nan
Sakon Nakhon,Thailand,,Sakon Nakhon Thailand,nan,nan
Lampang,Thailand,,Lampang Thailand,nan,nan
Samut Prakan [th],Thailand,,Samut Prakan [th] Thailand,nan,nan
Phra Nakhon Si Ayutthaya,Thailand,,Phra Nakhon Si Ayutthaya Thailand,nan,nan
Mae Sot,Thailand,,Mae Sot Thailand,nan,nan
Buriram,Thailand,,Buriram Thailand,nan,nan
Lomé,Togo,,Lomé Togo,nan,nan
Sokodé,Togo,,Sokodé Togo,nan,nan
Kara,Togo,,Kara Togo,nan,nan
Kpalimé,Togo,,Kpalimé Togo,nan,nan
Atakpamé,Togo,,Atakpamé Togo,nan,nan
Bassar,Togo,,Bassar Togo,nan,nan
Tsévié,Togo,,Tsévié Togo,nan,nan
Aného,Togo,,Aného Togo,nan,nan
Mango,Togo,,Mango Togo,nan,nan
Dapaong,Togo,,Dapaong Togo,nan,nan
Tchamba,Togo,,Tchamba Togo,nan,nan
Niamtougou,Togo,,Niamtougou Togo,nan,nan
Bafilo,Togo,,Bafilo Togo,nan,nan
Notsé,Togo,,Notsé Togo,nan,nan
Sotouboua,Togo,,Sotouboua Togo,nan,nan
Vogan,Togo,,Vogan Togo,nan,nan
Badou,Togo,,Badou Togo,nan,nan
Biankouri,Togo,,Biankouri Togo,nan,nan
Tabligbo,Togo,,Tabligbo Togo,nan,nan
Kandé,Togo,,Kandé Togo,nan,nan
Amlamé,Togo,,Amlamé Togo,nan,nan
Galangachi,Togo,,Galangachi Togo,nan,nan
Kpagouda,Togo,,Kpagouda Togo,nan,nan
Aranguez,Trinidad and Tobago,,Aranguez Trinidad and Tobago,nan,nan
Arima,Trinidad and Tobago,,Arima Trinidad and Tobago,nan,nan
Arena,Trinidad and Tobago,,Arena Trinidad and Tobago,nan,nan
Arnos Vale,Trinidad and Tobago,,Arnos Vale Trinidad and Tobago,nan,nan
Arouca,Trinidad and Tobago,,Arouca Trinidad and Tobago,nan,nan
Auchenskeoch,Trinidad and Tobago,,Auchenskeoch Trinidad and Tobago,nan,nan
Auzonville,Trinidad and Tobago,,Auzonville Trinidad and Tobago,nan,nan
Avocat,Trinidad and Tobago,,Avocat Trinidad and Tobago,nan,nan
Tunis,Tunisia,,Tunis Tunisia,nan,nan
Sfax,Tunisia,,Sfax Tunisia,nan,nan
Sousse,Tunisia,,Sousse Tunisia,nan,nan
Ettadhamen,Tunisia,,Ettadhamen Tunisia,nan,nan
Kairouan,Tunisia,,Kairouan Tunisia,nan,nan
Gabès,Tunisia,,Gabès Tunisia,nan,nan
Bizerte,Tunisia,,Bizerte Tunisia,nan,nan
Aryanah,Tunisia,,Aryanah Tunisia,nan,nan
Gafsa,Tunisia,,Gafsa Tunisia,nan,nan
El Mourouj,Tunisia,,El Mourouj Tunisia,nan,nan
Istanbul,Turkey,,Istanbul Turkey,nan,nan
Ankara,Turkey,,Ankara Turkey,nan,nan
İzmir,Turkey,,İzmir Turkey,nan,nan
Bursa,Turkey,,Bursa Turkey,nan,nan
Antalya,Turkey,,Antalya Turkey,nan,nan
Konya,Turkey,,Konya Turkey,nan,nan
Adana,Turkey,,Adana Turkey,nan,nan
Şanlıurfa,Turkey,,Şanlıurfa Turkey,nan,nan
Gaziantep,Turkey,,Gaziantep Turkey,nan,nan
Kocaeli,Turkey,,Kocaeli Turkey,nan,nan
Mersin,Turkey,,Mersin Turkey,nan,nan
Diyarbakır,Turkey,,Diyarbakır Turkey,nan,nan
Hatay,Turkey,,Hatay Turkey,nan,nan
Manisa,Turkey,,Manisa Turkey,nan,nan
Kayseri,Turkey,,Kayseri Turkey,nan,nan
Samsun,Turkey,,Samsun Turkey,nan,nan
Balıkesir,Turkey,,Balıkesir Turkey,nan,nan
Tekirdağ,Turkey,,Tekirdağ Turkey,nan,nan
Aydın,Turkey,,Aydın Turkey,nan,nan
Van,Turkey,,Van Turkey,nan,nan
Balkanabat,Turkmenistan,,Balkanabat Turkmenistan,nan,nan
Ashgabat,Turkmenistan,,Ashgabat Turkmenistan,nan,nan
Türkmenabat,Turkmenistan,,Türkmenabat Turkmenistan,nan,nan
Daşoguz,Turkmenistan,,Daşoguz Turkmenistan,nan,nan
Mary,Turkmenistan,,Mary Turkmenistan,nan,nan
Gyzylarbat,Turkmenistan,,Gyzylarbat Turkmenistan,nan,nan
Baýramaly,Turkmenistan,,Baýramaly Turkmenistan,nan,nan
Tejen,Turkmenistan,,Tejen Turkmenistan,nan,nan
Türkmenbaşy,Turkmenistan,,Türkmenbaşy Turkmenistan,nan,nan
Magdanly,Turkmenistan,,Magdanly Turkmenistan,nan,nan
Arkadag,Turkmenistan,,Arkadag Turkmenistan,nan,nan
Kerki,Turkmenistan,,Kerki Turkmenistan,nan,nan
Ýolöten,Turkmenistan,,Ýolöten Turkmenistan,nan,nan
Konye-Urgench,Turkmenistan,,Konye-Urgench Turkmenistan,nan,nan
Anau,Turkmenistan,,Anau Turkmenistan,nan,nan
Andalyp,Turkmenistan,,Andalyp Turkmenistan,nan,nan
Bäherden,Turkmenistan,,Bäherden Turkmenistan,nan,nan
Gazojak,Turkmenistan,,Gazojak Turkmenistan,nan,nan
Bereket,Turkmenistan,,Bereket Turkmenistan,nan,nan
Boldumsaz,Turkmenistan,,Boldumsaz Turkmenistan,nan,nan
Gökdepe,Turkmenistan,,Gökdepe Turkmenistan,nan,nan
Hojambaz,Turkmenistan,,Hojambaz Turkmenistan,nan,nan
Saýat,Turkmenistan,,Saýat Turkmenistan,nan,nan
Seýdi,Turkmenistan,,Seýdi Turkmenistan,nan,nan
Kaka,Turkmenistan,,Kaka Turkmenistan,nan,nan
Görogly,Turkmenistan,,Görogly Turkmenistan,nan,nan
Farap,Turkmenistan,,Farap Turkmenistan,nan,nan
Gubadag,Turkmenistan,,Gubadag Turkmenistan,nan,nan
Akdepe,Turkmenistan,,Akdepe Turkmenistan,nan,nan
Murgap,Turkmenistan,,Murgap Turkmenistan,nan,nan
Serhetabat,Turkmenistan,,Serhetabat Turkmenistan,nan,nan
Sarahs,Turkmenistan,,Sarahs Turkmenistan,nan,nan
Köýtendag,Turkmenistan,,Köýtendag Turkmenistan,nan,nan
Magtymguly,Turkmenistan,,Magtymguly Turkmenistan,nan,nan
Dänew,Turkmenistan,,Dänew Turkmenistan,nan,nan
Shabat,Turkmenistan,,Shabat Turkmenistan,nan,nan
Darganata,Turkmenistan,,Darganata Turkmenistan,nan,nan
Babadaýhan,Turkmenistan,,Babadaýhan Turkmenistan,nan,nan
Şatlyk,Turkmenistan,,Şatlyk Turkmenistan,nan,nan
Garabogaz,Turkmenistan,,Garabogaz Turkmenistan,nan,nan
Etrek,Turkmenistan,,Etrek Turkmenistan,nan,nan
Türkmengala,Turkmenistan,,Türkmengala Turkmenistan,nan,nan
Esenguly,Turkmenistan,,Esenguly Turkmenistan,nan,nan
Garabekewül,Turkmenistan,,Garabekewül Turkmenistan,nan,nan
Halaç,Turkmenistan,,Halaç Turkmenistan,nan,nan
Dostluk,Turkmenistan,,Dostluk Turkmenistan,nan,nan
Alapi,Tuvalu,,Alapi Tuvalu,nan,nan
Angafoulua,Tuvalu,,Angafoulua Tuvalu,nan,nan
Asau,Tuvalu,,Asau Tuvalu,nan,nan
Fakau Fou,Tuvalu,,Fakau Fou Tuvalu,nan,nan
Fangaua,Tuvalu,,Fangaua Tuvalu,nan,nan
Fenua Tapu,Tuvalu,,Fenua Tapu Tuvalu,nan,nan
Fongafale,Tuvalu,,Fongafale Tuvalu,nan,nan
Funafuti,Tuvalu,,Funafuti Tuvalu,nan,nan
Kulia,Tuvalu,,Kulia Tuvalu,nan,nan
Lolua,Tuvalu,,Lolua Tuvalu,nan,nan
Niulakita,Tuvalu,,Niulakita Tuvalu,nan,nan
Savave,Tuvalu,,Savave Tuvalu,nan,nan
Senala,Tuvalu,,Senala Tuvalu,nan,nan
Tanrake,Tuvalu,,Tanrake Tuvalu,nan,nan
Tokelau,Tuvalu,,Tokelau Tuvalu,nan,nan
Tonga,Tuvalu,,Tonga Tuvalu,nan,nan
Tumaseu,Tuvalu,,Tumaseu Tuvalu,nan,nan
Vaiaku,Tuvalu,,Vaiaku Tuvalu,nan,nan
Kampala,Uganda,,Kampala Uganda,nan,nan
Nansana,Uganda,,Nansana Uganda,nan,nan
Kira,Uganda,,Kira Uganda,nan,nan
Ssabagabo,Uganda,,Ssabagabo Uganda,nan,nan
Mbarara,Uganda,,Mbarara Uganda,nan,nan
Mukono,Uganda,,Mukono Uganda,nan,nan
Njeru,Uganda,,Njeru Uganda,nan,nan
Gulu,Uganda,,Gulu Uganda,nan,nan
Lugazi,Uganda,,Lugazi Uganda,nan,nan
Masaka,Uganda,,Masaka Uganda,nan,nan
Kasese,Uganda,,Kasese Uganda,nan,nan
Hoima,Uganda,,Hoima Uganda,nan,nan
Lira,Uganda,,Lira Uganda,nan,nan
Mityana,Uganda,,Mityana Uganda,nan,nan
Mubende,Uganda,,Mubende Uganda,nan,nan
Masindi,Uganda,,Masindi Uganda,nan,nan
Mbale,Uganda,,Mbale Uganda,nan,nan
Jinja,Uganda,,Jinja Uganda,nan,nan
Entebbe,Uganda,,Entebbe Uganda,nan,nan
Kitgum,Uganda,,Kitgum Uganda,nan,nan
Bahacheve,Ukraine,,Bahacheve Ukraine,nan,nan
Cherkasy,Ukraine,,Cherkasy Ukraine,nan,nan
Chyhyryn,Ukraine,,Chyhyryn Ukraine,nan,nan
Horodyshche,Ukraine,,Horodyshche Ukraine,nan,nan
Kamianka,Ukraine,,Kamianka Ukraine,nan,nan
Kaniv,Ukraine,,Kaniv Ukraine,nan,nan
Korsun-Shevchenkivskyi,Ukraine,,Korsun-Shevchenkivskyi Ukraine,nan,nan
Khrystynivka,Ukraine,,Khrystynivka Ukraine,nan,nan
Monastyryshche,Ukraine,,Monastyryshche Ukraine,nan,nan
Shpola,Ukraine,,Shpola Ukraine,nan,nan
Smila,Ukraine,,Smila Ukraine,nan,nan
Talne,Ukraine,,Talne Ukraine,nan,nan
Uman,Ukraine,,Uman Ukraine,nan,nan
Zhashkiv,Ukraine,,Zhashkiv Ukraine,nan,nan
Zvenyhorodka,Ukraine,,Zvenyhorodka Ukraine,nan,nan
Zolotonosha,Ukraine,,Zolotonosha Ukraine,nan,nan
Bakhmach,Ukraine,,Bakhmach Ukraine,nan,nan
Baturyn,Ukraine,,Baturyn Ukraine,nan,nan
Bobrovytsia,Ukraine,,Bobrovytsia Ukraine,nan,nan
Borzna,Ukraine,,Borzna Ukraine,nan,nan
Chernihiv,Ukraine,,Chernihiv Ukraine,nan,nan
Horodnia,Ukraine,,Horodnia Ukraine,nan,nan
Ichnia,Ukraine,,Ichnia Ukraine,nan,nan
Koriukivka,Ukraine,,Koriukivka Ukraine,nan,nan
Mena,Ukraine,,Mena Ukraine,nan,nan
Nizhyn,Ukraine,,Nizhyn Ukraine,nan,nan
Nosivka,Ukraine,,Nosivka Ukraine,nan,nan
Novhorod-Siverskyi,Ukraine,,Novhorod-Siverskyi Ukraine,nan,nan
Oster,Ukraine,,Oster Ukraine,nan,nan
Pryluky,Ukraine,,Pryluky Ukraine,nan,nan
Semenivka,Ukraine,,Semenivka Ukraine,nan,nan
Snovsk,Ukraine,,Snovsk Ukraine,nan,nan
Chernivtsi,Ukraine,,Chernivtsi Ukraine,nan,nan
Hertsa,Ukraine,,Hertsa Ukraine,nan,nan
Kitsman,Ukraine,,Kitsman Ukraine,nan,nan
Khotyn,Ukraine,,Khotyn Ukraine,nan,nan
Novodnistrovsk,Ukraine,,Novodnistrovsk Ukraine,nan,nan
Novoselytsia,Ukraine,,Novoselytsia Ukraine,nan,nan
Sokyriany,Ukraine,,Sokyriany Ukraine,nan,nan
Storozhynets,Ukraine,,Storozhynets Ukraine,nan,nan
Vashkivtsi,Ukraine,,Vashkivtsi Ukraine,nan,nan
Vyzhnytsia,Ukraine,,Vyzhnytsia Ukraine,nan,nan
Zastavna,Ukraine,,Zastavna Ukraine,nan,nan
Alupka,Ukraine,,Alupka Ukraine,nan,nan
Alushta,Ukraine,,Alushta Ukraine,nan,nan
Armiansk,Ukraine,,Armiansk Ukraine,nan,nan
Bakhchysarai,Ukraine,,Bakhchysarai Ukraine,nan,nan
Bilohirsk,Ukraine,,Bilohirsk Ukraine,nan,nan
Dzhankoi,Ukraine,,Dzhankoi Ukraine,nan,nan
Feodosia,Ukraine,,Feodosia Ukraine,nan,nan
Inkerman,Ukraine,,Inkerman Ukraine,nan,nan
Kerch,Ukraine,,Kerch Ukraine,nan,nan
Saky,Ukraine,,Saky Ukraine,nan,nan
Shcholkine,Ukraine,,Shcholkine Ukraine,nan,nan
Simferopol,Ukraine,,Simferopol Ukraine,nan,nan
Staryi Krym,Ukraine,,Staryi Krym Ukraine,nan,nan
Sudak,Ukraine,,Sudak Ukraine,nan,nan
Yalta,Ukraine,,Yalta Ukraine,nan,nan
Yany Kapu,Ukraine,,Yany Kapu Ukraine,nan,nan
Yevpatoria,Ukraine,,Yevpatoria Ukraine,nan,nan
Apostolove,Ukraine,,Apostolove Ukraine,nan,nan
Dnipro,Ukraine,,Dnipro Ukraine,nan,nan
Kamianske,Ukraine,,Kamianske Ukraine,nan,nan
Kryvyi Rih,Ukraine,,Kryvyi Rih Ukraine,nan,nan
Marhanets,Ukraine,,Marhanets Ukraine,nan,nan
Nikopol,Ukraine,,Nikopol Ukraine,nan,nan
Pavlohrad,Ukraine,,Pavlohrad Ukraine,nan,nan
Pereshchepyne,Ukraine,,Pereshchepyne Ukraine,nan,nan
Piatykhatky,Ukraine,,Piatykhatky Ukraine,nan,nan
Pidhorodne,Ukraine,,Pidhorodne Ukraine,nan,nan
Pokrov,Ukraine,,Pokrov Ukraine,nan,nan
Samar,Ukraine,,Samar Ukraine,nan,nan
Shakhtarske,Ukraine,,Shakhtarske Ukraine,nan,nan
Synelnykove,Ukraine,,Synelnykove Ukraine,nan,nan
Ternivka,Ukraine,,Ternivka Ukraine,nan,nan
Verkhivtseve,Ukraine,,Verkhivtseve Ukraine,nan,nan
Verkhniodniprovsk,Ukraine,,Verkhniodniprovsk Ukraine,nan,nan
Vilnohirsk,Ukraine,,Vilnohirsk Ukraine,nan,nan
Zelenodolsk,Ukraine,,Zelenodolsk Ukraine,nan,nan
Zhovti Vody,Ukraine,,Zhovti Vody Ukraine,nan,nan
Amvrosiivka,Ukraine,,Amvrosiivka Ukraine,nan,nan
Avdiivka,Ukraine,,Avdiivka Ukraine,nan,nan
Bakhmut,Ukraine,,Bakhmut Ukraine,nan,nan
Bilozerske,Ukraine,,Bilozerske Ukraine,nan,nan
Bilytske,Ukraine,,Bilytske Ukraine,nan,nan
Bunhe,Ukraine,,Bunhe Ukraine,nan,nan
Chasiv Yar,Ukraine,,Chasiv Yar Ukraine,nan,nan
Chystiakove,Ukraine,,Chystiakove Ukraine,nan,nan
Debaltseve,Ukraine,,Debaltseve Ukraine,nan,nan
Dobropillia,Ukraine,,Dobropillia Ukraine,nan,nan
Dokuchaievsk,Ukraine,,Dokuchaievsk Ukraine,nan,nan
Donetsk,Ukraine,,Donetsk Ukraine,nan,nan
Druzhkivka,Ukraine,,Druzhkivka Ukraine,nan,nan
Hirnyk,Ukraine,,Hirnyk Ukraine,nan,nan
Horlivka,Ukraine,,Horlivka Ukraine,nan,nan
Ilovaisk,Ukraine,,Ilovaisk Ukraine,nan,nan
Khartsyzk,Ukraine,,Khartsyzk Ukraine,nan,nan
Khrestivka,Ukraine,,Khrestivka Ukraine,nan,nan
Kalmiuske,Ukraine,,Kalmiuske Ukraine,nan,nan
Kostiantynivka,Ukraine,,Kostiantynivka Ukraine,nan,nan
Kramatorsk,Ukraine,,Kramatorsk Ukraine,nan,nan
Krasnohorivka,Ukraine,,Krasnohorivka Ukraine,nan,nan
Kurakhove,Ukraine,,Kurakhove Ukraine,nan,nan
Lyman,Ukraine,,Lyman Ukraine,nan,nan
Makiivka,Ukraine,,Makiivka Ukraine,nan,nan
Marinka,Ukraine,,Marinka Ukraine,nan,nan
Mariupol,Ukraine,,Mariupol Ukraine,nan,nan
Mospyne,Ukraine,,Mospyne Ukraine,nan,nan
Mykolaivka,Ukraine,,Mykolaivka Ukraine,nan,nan
Myrnohrad,Ukraine,,Myrnohrad Ukraine,nan,nan
Novoazovsk,Ukraine,,Novoazovsk Ukraine,nan,nan
Novohrodivka,Ukraine,,Novohrodivka Ukraine,nan,nan
Pokrovsk,Ukraine,,Pokrovsk Ukraine,nan,nan
Rodynske,Ukraine,,Rodynske Ukraine,nan,nan
Selydove,Ukraine,,Selydove Ukraine,nan,nan
Shakhtarsk,Ukraine,,Shakhtarsk Ukraine,nan,nan
Siversk,Ukraine,,Siversk Ukraine,nan,nan
Sloviansk,Ukraine,,Sloviansk Ukraine,nan,nan
Snizhne,Ukraine,,Snizhne Ukraine,nan,nan
Soledar,Ukraine,,Soledar Ukraine,nan,nan
Sviatohirsk,Ukraine,,Sviatohirsk Ukraine,nan,nan
Svitlodarsk,Ukraine,,Svitlodarsk Ukraine,nan,nan
Toretsk,Ukraine,,Toretsk Ukraine,nan,nan
Ukrainsk,Ukraine,,Ukrainsk Ukraine,nan,nan
Volnovakha,Ukraine,,Volnovakha Ukraine,nan,nan
Vuhledar,Ukraine,,Vuhledar Ukraine,nan,nan
Vuhlehirsk,Ukraine,,Vuhlehirsk Ukraine,nan,nan
Yasynuvata,Ukraine,,Yasynuvata Ukraine,nan,nan
Yenakiieve,Ukraine,,Yenakiieve Ukraine,nan,nan
Zalizne,Ukraine,,Zalizne Ukraine,nan,nan
Zhdanivka,Ukraine,,Zhdanivka Ukraine,nan,nan
Zuhres,Ukraine,,Zuhres Ukraine,nan,nan
Bolekhiv,Ukraine,,Bolekhiv Ukraine,nan,nan
Burshtyn,Ukraine,,Burshtyn Ukraine,nan,nan
Dolyna,Ukraine,,Dolyna Ukraine,nan,nan
Halych,Ukraine,,Halych Ukraine,nan,nan
Horodenka,Ukraine,,Horodenka Ukraine,nan,nan
Ivano-Frankivsk,Ukraine,,Ivano-Frankivsk Ukraine,nan,nan
Kalush,Ukraine,,Kalush Ukraine,nan,nan
Kolomyia,Ukraine,,Kolomyia Ukraine,nan,nan
Kosiv,Ukraine,,Kosiv Ukraine,nan,nan
Nadvirna,Ukraine,,Nadvirna Ukraine,nan,nan
Rohatyn,Ukraine,,Rohatyn Ukraine,nan,nan
Sniatyn,Ukraine,,Sniatyn Ukraine,nan,nan
Tlumach,Ukraine,,Tlumach Ukraine,nan,nan
Tysmenytsia,Ukraine,,Tysmenytsia Ukraine,nan,nan
Yaremche,Ukraine,,Yaremche Ukraine,nan,nan
Balakliia,Ukraine,,Balakliia Ukraine,nan,nan
Barvinkove,Ukraine,,Barvinkove Ukraine,nan,nan
Berestyn,Ukraine,,Berestyn Ukraine,nan,nan
Bohodukhiv,Ukraine,,Bohodukhiv Ukraine,nan,nan
Chuhuiv,Ukraine,,Chuhuiv Ukraine,nan,nan
Derhachi,Ukraine,,Derhachi Ukraine,nan,nan
Izium,Ukraine,,Izium Ukraine,nan,nan
Kharkiv,Ukraine,,Kharkiv Ukraine,nan,nan
Kupiansk,Ukraine,,Kupiansk Ukraine,nan,nan
Liubotyn,Ukraine,,Liubotyn Ukraine,nan,nan
Lozova,Ukraine,,Lozova Ukraine,nan,nan
Merefa,Ukraine,,Merefa Ukraine,nan,nan
Pivdenne,Ukraine,,Pivdenne Ukraine,nan,nan
Valky,Ukraine,,Valky Ukraine,nan,nan
Vovchansk,Ukraine,,Vovchansk Ukraine,nan,nan
Zlatopil,Ukraine,,Zlatopil Ukraine,nan,nan
Zmiiv,Ukraine,,Zmiiv Ukraine,nan,nan
Beryslav,Ukraine,,Beryslav Ukraine,nan,nan
Henichesk,Ukraine,,Henichesk Ukraine,nan,nan
Hola Prystan,Ukraine,,Hola Prystan Ukraine,nan,nan
Kakhovka,Ukraine,,Kakhovka Ukraine,nan,nan
Kherson,Ukraine,,Kherson Ukraine,nan,nan
Nova Kakhovka,Ukraine,,Nova Kakhovka Ukraine,nan,nan
Oleshky,Ukraine,,Oleshky Ukraine,nan,nan
Skadovsk,Ukraine,,Skadovsk Ukraine,nan,nan
Tavriisk,Ukraine,,Tavriisk Ukraine,nan,nan
Derazhnia,Ukraine,,Derazhnia Ukraine,nan,nan
Dunaivtsi,Ukraine,,Dunaivtsi Ukraine,nan,nan
Horodok,Ukraine,,Horodok Ukraine,nan,nan
Iziaslav,Ukraine,,Iziaslav Ukraine,nan,nan
Kamianets-Podilskyi,Ukraine,,Kamianets-Podilskyi Ukraine,nan,nan
Khmelnytskyi,Ukraine,,Khmelnytskyi Ukraine,nan,nan
Krasyliv,Ukraine,,Krasyliv Ukraine,nan,nan
Netishyn,Ukraine,,Netishyn Ukraine,nan,nan
Polonne,Ukraine,,Polonne Ukraine,nan,nan
Shepetivka,Ukraine,,Shepetivka Ukraine,nan,nan
Slavuta,Ukraine,,Slavuta Ukraine,nan,nan
Starokostiantyniv,Ukraine,,Starokostiantyniv Ukraine,nan,nan
Volochysk,Ukraine,,Volochysk Ukraine,nan,nan
Berezan,Ukraine,,Berezan Ukraine,nan,nan
Bila Tserkva,Ukraine,,Bila Tserkva Ukraine,nan,nan
Bohuslav,Ukraine,,Bohuslav Ukraine,nan,nan
Boryspil,Ukraine,,Boryspil Ukraine,nan,nan
Boiarka,Ukraine,,Boiarka Ukraine,nan,nan
Brovary,Ukraine,,Brovary Ukraine,nan,nan
Bucha,Ukraine,,Bucha Ukraine,nan,nan
Chernobyl,Ukraine,,Chernobyl Ukraine,nan,nan
Fastiv,Ukraine,,Fastiv Ukraine,nan,nan
Irpin,Ukraine,,Irpin Ukraine,nan,nan
Kaharlyk,Ukraine,,Kaharlyk Ukraine,nan,nan
Myronivka,Ukraine,,Myronivka Ukraine,nan,nan
Obukhiv,Ukraine,,Obukhiv Ukraine,nan,nan
Pereiaslav,Ukraine,,Pereiaslav Ukraine,nan,nan
Pripyat,Ukraine,,Pripyat Ukraine,nan,nan
Rzhyshchiv,Ukraine,,Rzhyshchiv Ukraine,nan,nan
Skvyra,Ukraine,,Skvyra Ukraine,nan,nan
Slavutych,Ukraine,,Slavutych Ukraine,nan,nan
Tarashcha,Ukraine,,Tarashcha Ukraine,nan,nan
Tetiiv,Ukraine,,Tetiiv Ukraine,nan,nan
Ukrainka,Ukraine,,Ukrainka Ukraine,nan,nan
Uzyn,Ukraine,,Uzyn Ukraine,nan,nan
Vasylkiv,Ukraine,,Vasylkiv Ukraine,nan,nan
Vyshhorod,Ukraine,,Vyshhorod Ukraine,nan,nan
Vyshneve,Ukraine,,Vyshneve Ukraine,nan,nan
Yahotyn,Ukraine,,Yahotyn Ukraine,nan,nan
Blahovishchenske,Ukraine,,Blahovishchenske Ukraine,nan,nan
Bobrynets,Ukraine,,Bobrynets Ukraine,nan,nan
Dolynska,Ukraine,,Dolynska Ukraine,nan,nan
Haivoron,Ukraine,,Haivoron Ukraine,nan,nan
Kropyvnytskyi,Ukraine,,Kropyvnytskyi Ukraine,nan,nan
Mala Vyska,Ukraine,,Mala Vyska Ukraine,nan,nan
Novomyrhorod,Ukraine,,Novomyrhorod Ukraine,nan,nan
Novoukrainka,Ukraine,,Novoukrainka Ukraine,nan,nan
Oleksandriia,Ukraine,,Oleksandriia Ukraine,nan,nan
Pomichna,Ukraine,,Pomichna Ukraine,nan,nan
Svitlovodsk,Ukraine,,Svitlovodsk Ukraine,nan,nan
Znamianka,Ukraine,,Znamianka Ukraine,nan,nan
Alchevsk,Ukraine,,Alchevsk Ukraine,nan,nan
Almazna,Ukraine,,Almazna Ukraine,nan,nan
Antratsyt,Ukraine,,Antratsyt Ukraine,nan,nan
Bokovo-Khrustalne,Ukraine,,Bokovo-Khrustalne Ukraine,nan,nan
Brianka,Ukraine,,Brianka Ukraine,nan,nan
Dovzhansk,Ukraine,,Dovzhansk Ukraine,nan,nan
Hirske,Ukraine,,Hirske Ukraine,nan,nan
Holubivka,Ukraine,,Holubivka Ukraine,nan,nan
Irmino,Ukraine,,Irmino Ukraine,nan,nan
Kadiivka,Ukraine,,Kadiivka Ukraine,nan,nan
Khrustalnyi,Ukraine,,Khrustalnyi Ukraine,nan,nan
Kreminna,Ukraine,,Kreminna Ukraine,nan,nan
Kypuche,Ukraine,,Kypuche Ukraine,nan,nan
Luhansk,Ukraine,,Luhansk Ukraine,nan,nan
Lutuhyne,Ukraine,,Lutuhyne Ukraine,nan,nan
Lysychansk,Ukraine,,Lysychansk Ukraine,nan,nan
Miusynsk,Ukraine,,Miusynsk Ukraine,nan,nan
Molodohvardiisk,Ukraine,,Molodohvardiisk Ukraine,nan,nan
Novodruzhesk,Ukraine,,Novodruzhesk Ukraine,nan,nan
Oleksandrivsk,Ukraine,,Oleksandrivsk Ukraine,nan,nan
Perevalsk,Ukraine,,Perevalsk Ukraine,nan,nan
Pervomaisk,Ukraine,,Pervomaisk Ukraine,nan,nan
Petrovo-Krasnosillia,Ukraine,,Petrovo-Krasnosillia Ukraine,nan,nan
Popasna,Ukraine,,Popasna Ukraine,nan,nan
Pryvillia,Ukraine,,Pryvillia Ukraine,nan,nan
