City,Country,Scraping Link,Location,translated_original,translated_mymemory
Diessenhofen,Switzerland,,Diessenhofen Switzerland,Diessenhofen Switzerland,Diessenhofen Switzerland
Dietikon,Switzerland,,Dietikon Switzerland,Dietikon Switzerland,Dietikon Switzerland
Dübendorf,Switzerland,,Dübendorf Switzerland,Dübendorf Switzerland,Dübendorf Switzerland
Ebikon,Switzerland,,Ebikon Switzerland,Ebikon Switzerland,Ebikon Switzerland
Échallens,Switzerland,,Échallens Switzerland,Échallens Switzerland,Échallens Switzerland
Ecublens,Switzerland,,Ecublens Switzerland,Ecublens Switzerland,Ecublens Switzerland
Eglisau,Switzerland,,Eglisau Switzerland,Eglisau Switzerland,Eglisau Switzerland
Einsiedeln,Switzerland,,Einsiedeln Switzerland,Einsiedeln Switzerland,Einsiedeln Switzerland
Elgg,Switzerland,,Elgg Switzerland,Elgg Switzerland,Elgg Switzerland
Emmen,Switzerland,,Emmen Switzerland,Emmen Switzerland,Emmen Switzerland
Erlach,Switzerland,,Erlach Switzerland,Erlach Switzerland,Erlach Switzerland
Estavayer-le-Lac,Switzerland,,Estavayer-le-Lac Switzerland,Estavayer-le-Lac Switzerland,Estavayer-le-Lac Switzerland
Flawil,Switzerland,,Flawil Switzerland,Flawil Switzerland,Flawil Switzerland
Frauenfeld,Switzerland,,Frauenfeld Switzerland,Frauenfeld Switzerland,Frauenfeld Switzerland
Freienbach,Switzerland,,Freienbach Switzerland,Freienbach Switzerland,Freienbach Switzerland
Fribourg,Switzerland,,Fribourg Switzerland,Fribourg Switzerland,Fribourg Switzerland
Geneva,Switzerland,,Geneva Switzerland,Geneva Switzerland,Geneva Switzerland
Gland,Switzerland,,Gland Switzerland,Gland Switzerland,Gland Switzerland
Glarus,Switzerland,,Glarus Switzerland,Glarus Switzerland,Glarus Switzerland
Glarus Nord*,Switzerland,,Glarus Nord* Switzerland,Glarus Nord* Switzerland,Glarus Nord* Switzerland
Gordola,Switzerland,,Gordola Switzerland,Gordola Switzerland,Gordola Switzerland
Gossau,Switzerland,,Gossau Switzerland,Gossau Switzerland,Gossau Switzerland
Grandcour,Switzerland,,Grandcour Switzerland,Grandcour Switzerland,Grandcour Switzerland
Grandson,Switzerland,,Grandson Switzerland,Grandson Switzerland,Grandson Switzerland
Greifensee,Switzerland,,Greifensee Switzerland,Greifensee Switzerland,Greifensee Switzerland
Grenchen,Switzerland,,Grenchen Switzerland,Grenchen Switzerland,Grenchen Switzerland
Grüningen,Switzerland,,Grüningen Switzerland,Grüningen Switzerland,Grüningen Switzerland
Gruyères,Switzerland,,Gruyères Switzerland,Gruyères Switzerland,Gruyères Switzerland
Herisau,Switzerland,,Herisau Switzerland,Herisau Switzerland,Herisau Switzerland
Hermance,Switzerland,,Hermance Switzerland,Hermance Switzerland,Hermance Switzerland
Hinwil,Switzerland,,Hinwil Switzerland,Hinwil Switzerland,Hinwil Switzerland
Horgen,Switzerland,,Horgen Switzerland,Horgen Switzerland,Horgen Switzerland
Horw,Switzerland,,Horw Switzerland,Horw Switzerland,Horw Switzerland
Huttwil,Switzerland,,Huttwil Switzerland,Huttwil Switzerland,Huttwil Switzerland
Ilanz,Switzerland,,Ilanz Switzerland,Ilanz Switzerland,Ilanz Switzerland
Illnau-Effretikon,Switzerland,,Illnau-Effretikon Switzerland,Illnau-Effretikon Switzerland,Illnau-Effretikon Switzerland
Interlaken,Switzerland,,Interlaken Switzerland,Interlaken Switzerland,Interlaken Switzerland
Ittigen,Switzerland,,Ittigen Switzerland,Ittigen Switzerland,Ittigen Switzerland
Kaiserstuhl,Switzerland,,Kaiserstuhl Switzerland,Kaiserstuhl Switzerland,Kaiserstuhl Switzerland
Klingnau,Switzerland,,Klingnau Switzerland,Klingnau Switzerland,Klingnau Switzerland
Kloten,Switzerland,,Kloten Switzerland,Kloten Switzerland,Kloten Switzerland
Köniz,Switzerland,,Köniz Switzerland,Köniz Switzerland,Köniz Switzerland
Kreuzlingen,Switzerland,,Kreuzlingen Switzerland,Kreuzlingen Switzerland,Kreuzlingen Switzerland
Kriens,Switzerland,,Kriens Switzerland,Kriens Switzerland,Kriens Switzerland
Küsnacht,Switzerland,,Küsnacht Switzerland,Küsnacht Switzerland,Küsnacht Switzerland
La Chaux-de-Fonds,Switzerland,,La Chaux-de-Fonds Switzerland,La Chaux-de-Fonds Switzerland,La Chaux-de-Fonds Switzerland
La Neuveville,Switzerland,,La Neuveville Switzerland,La Neuveville Switzerland,La Neuveville Switzerland
La Sarraz,Switzerland,,La Sarraz Switzerland,La Sarraz Switzerland,La Sarraz Switzerland
La Tour-de-Peilz,Switzerland,,La Tour-de-Peilz Switzerland,La Tour-de-Peilz Switzerland,La Tour-de-Peilz Switzerland
La Tour-de-Trême,Switzerland,,La Tour-de-Trême Switzerland,La Tour-de-Trême Switzerland,La Tour-de-Trême Switzerland
Lachen,Switzerland,,Lachen Switzerland,Lachen Switzerland,Lachen Switzerland
Lancy,Switzerland,,Lancy Switzerland,Lancy Switzerland,Lancy Switzerland
Langenthal,Switzerland,,Langenthal Switzerland,Langenthal Switzerland,Langenthal Switzerland
Laufen,Switzerland,,Laufen Switzerland,Laufen Switzerland,Laufen Switzerland
Laufenburg,Switzerland,,Laufenburg Switzerland,Laufenburg Switzerland,Laufenburg Switzerland
Laupen,Switzerland,,Laupen Switzerland,Laupen Switzerland,Laupen Switzerland
Lausanne,Switzerland,,Lausanne Switzerland,Lausanne Switzerland,Lausanne Switzerland
Le Grand-Saconnex,Switzerland,,Le Grand-Saconnex Switzerland,Le Grand-Saconnex Switzerland,Le Grand-Saconnex Switzerland
Le Landeron,Switzerland,,Le Landeron Switzerland,Le Landeron Switzerland,Le Landeron Switzerland
Le Locle,Switzerland,,Le Locle Switzerland,Le Locle Switzerland,Le Locle Switzerland
Lenzburg,Switzerland,,Lenzburg Switzerland,Lenzburg Switzerland,Lenzburg Switzerland
Les Clées,Switzerland,,Les Clées Switzerland,Les Clées Switzerland,Les Clées Switzerland
Leuk,Switzerland,,Leuk Switzerland,Leuk Switzerland,Leuk Switzerland
Lichtensteig,Switzerland,,Lichtensteig Switzerland,Lichtensteig Switzerland,Lichtensteig Switzerland
Liestal,Switzerland,,Liestal Switzerland,Liestal Switzerland,Liestal Switzerland
Locarno,Switzerland,,Locarno Switzerland,Locarno Switzerland,Locarno Switzerland
Losone,Switzerland,,Losone Switzerland,Losone Switzerland,Losone Switzerland
Lugano,Switzerland,,Lugano Switzerland,Lugano Switzerland,Lugano Switzerland
Lutry,Switzerland,,Lutry Switzerland,Lutry Switzerland,Lutry Switzerland
Lucerne,Switzerland,,Lucerne Switzerland,Lucerne Switzerland,Lucerne Switzerland
Lyss,Switzerland,,Lyss Switzerland,Lyss Switzerland,Lyss Switzerland
Männedorf,Switzerland,,Männedorf Switzerland,Männedorf Switzerland,Männedorf Switzerland
Maienfeld,Switzerland,,Maienfeld Switzerland,Maienfeld Switzerland,Maienfeld Switzerland
Martigny,Switzerland,,Martigny Switzerland,Martigny Switzerland,Martigny Switzerland
Meilen,Switzerland,,Meilen Switzerland,Meilen Switzerland,Meilen Switzerland
Mellingen,Switzerland,,Mellingen Switzerland,Mellingen Switzerland,Mellingen Switzerland
Mendrisio,Switzerland,,Mendrisio Switzerland,Mendrisio Switzerland,Mendrisio Switzerland
Meyrin,Switzerland,,Meyrin Switzerland,Meyrin Switzerland,Meyrin Switzerland
Möhlin,Switzerland,,Möhlin Switzerland,Möhlin Switzerland,Möhlin Switzerland
Monthey,Switzerland,,Monthey Switzerland,Monthey Switzerland,Monthey Switzerland
Montreux,Switzerland,,Montreux Switzerland,Montreux Switzerland,Montreux Switzerland
Morcote |,Switzerland,,Morcote | Switzerland,Morcote | Switzerland,Morcote | Switzerland
Morges,Switzerland,,Morges Switzerland,Morges Switzerland,Morges Switzerland
Moudon,Switzerland,,Moudon Switzerland,Moudon Switzerland,Moudon Switzerland
Moutier,Switzerland,,Moutier Switzerland,Moutier Switzerland,Moutier Switzerland
Münchenbuchsee,Switzerland,,Münchenbuchsee Switzerland,Münchenbuchsee Switzerland,Münchenbuchsee Switzerland
Münchenstein,Switzerland,,Münchenstein Switzerland,Münchenstein Switzerland,Münchenstein Switzerland
Münsingen,Switzerland,,Münsingen Switzerland,Münsingen Switzerland,Münsingen Switzerland
Muri bei Bern,Switzerland,,Muri bei Bern Switzerland,Muri bei Bern Switzerland,Muri bei Bern Switzerland
Murten,Switzerland,,Murten Switzerland,Murten Switzerland,Murten Switzerland
Muttenz,Switzerland,,Muttenz Switzerland,Muttenz Switzerland,Muttenz Switzerland
Neuchâtel,Switzerland,,Neuchâtel Switzerland,Neuchâtel Switzerland,Neuchâtel Switzerland
Neuhausen am Rheinfall,Switzerland,,Neuhausen am Rheinfall Switzerland,Neuhausen am Rheinfall Switzerland,Neuhausen am Rheinfall Switzerland
Neunkirch,Switzerland,,Neunkirch Switzerland,Neunkirch Switzerland,Neunkirch Switzerland
Nidau,Switzerland,,Nidau Switzerland,Nidau Switzerland,Nidau Switzerland
Nyon,Switzerland,,Nyon Switzerland,Nyon Switzerland,Nyon Switzerland
Oberwil,Switzerland,,Oberwil Switzerland,Oberwil Switzerland,Oberwil Switzerland
Oftringen,Switzerland,,Oftringen Switzerland,Oftringen Switzerland,Oftringen Switzerland
Olten,Switzerland,,Olten Switzerland,Olten Switzerland,Olten Switzerland
Onex,Switzerland,,Onex Switzerland,Onex Switzerland,Onex Switzerland
Opfikon,Switzerland,,Opfikon Switzerland,Opfikon Switzerland,Opfikon Switzerland
Orbe,Switzerland,,Orbe Switzerland,Orbe Switzerland,Orbe Switzerland
Orsières,Switzerland,,Orsières Switzerland,Orsières Switzerland,Orsières Switzerland
Ostermundigen,Switzerland,,Ostermundigen Switzerland,Ostermundigen Switzerland,Ostermundigen Switzerland
Payerne,Switzerland,,Payerne Switzerland,Payerne Switzerland,Payerne Switzerland
Peseux,Switzerland,,Peseux Switzerland,Peseux Switzerland,Peseux Switzerland
Pfäffikon,Switzerland,,Pfäffikon Switzerland,Pfäffikon Switzerland,Pfäffikon Switzerland
Plan-les-Ouates,Switzerland,,Plan-les-Ouates Switzerland,Plan-les-Ouates Switzerland,Plan-les-Ouates Switzerland
Porrentruy,Switzerland,,Porrentruy Switzerland,Porrentruy Switzerland,Porrentruy Switzerland
Pratteln,Switzerland,,Pratteln Switzerland,Pratteln Switzerland,Pratteln Switzerland
Prilly,Switzerland,,Prilly Switzerland,Prilly Switzerland,Prilly Switzerland
Pully,Switzerland,,Pully Switzerland,Pully Switzerland,Pully Switzerland
Rapperswil-Jona,Switzerland,,Rapperswil-Jona Switzerland,Rapperswil-Jona Switzerland,Rapperswil-Jona Switzerland
Regensberg,Switzerland,,Regensberg Switzerland,Regensberg Switzerland,Regensberg Switzerland
Regensdorf,Switzerland,,Regensdorf Switzerland,Regensdorf Switzerland,Regensdorf Switzerland
Reinach,Switzerland,,Reinach Switzerland,Reinach Switzerland,Reinach Switzerland
Renens,Switzerland,,Renens Switzerland,Renens Switzerland,Renens Switzerland
Rheinau,Switzerland,,Rheinau Switzerland,Rheinau Switzerland,Rheinau Switzerland
Rheineck,Switzerland,,Rheineck Switzerland,Rheineck Switzerland,Rheineck Switzerland
Rheinfelden,Switzerland,,Rheinfelden Switzerland,Rheinfelden Switzerland,Rheinfelden Switzerland
Richterswil,Switzerland,,Richterswil Switzerland,Richterswil Switzerland,Richterswil Switzerland
Riehen,Switzerland,,Riehen Switzerland,Riehen Switzerland,Riehen Switzerland
Risch,Switzerland,,Risch Switzerland,Risch Switzerland,Risch Switzerland
Riva San Vitale,Switzerland,,Riva San Vitale Switzerland,Riva San Vitale Switzerland,Riva San Vitale Switzerland
Rolle,Switzerland,,Rolle Switzerland,Rolle Switzerland,Rolle Switzerland
Romainmôtier,Switzerland,,Romainmôtier Switzerland,Romainmôtier Switzerland,Romainmôtier Switzerland
Romanshorn,Switzerland,,Romanshorn Switzerland,Romanshorn Switzerland,Romanshorn Switzerland
Romont,Switzerland,,Romont Switzerland,Romont Switzerland,Romont Switzerland
Rorschach,Switzerland,,Rorschach Switzerland,Rorschach Switzerland,Rorschach Switzerland
Rue,Switzerland,,Rue Switzerland,Rue Switzerland,Rue Switzerland
Rüti,Switzerland,,Rüti Switzerland,Rüti Switzerland,Rüti Switzerland
Saillon,Switzerland,,Saillon Switzerland,Saillon Switzerland,Saillon Switzerland
Saint-Maurice,Switzerland,,Saint-Maurice Switzerland,Saint-Maurice Switzerland,Saint-Maurice Switzerland
Saint-Prex,Switzerland,,Saint-Prex Switzerland,Saint-Prex Switzerland,Saint-Prex Switzerland
Saint-Ursanne,Switzerland,,Saint-Ursanne Switzerland,Saint-Ursanne Switzerland,Saint-Ursanne Switzerland
Sargans,Switzerland,,Sargans Switzerland,Sargans Switzerland,Sargans Switzerland
Sarnen,Switzerland,,Sarnen Switzerland,Sarnen Switzerland,Sarnen Switzerland
Schaffhausen,Switzerland,,Schaffhausen Switzerland,Schaffhausen Switzerland,Schaffhausen Switzerland
Schlieren,Switzerland,,Schlieren Switzerland,Schlieren Switzerland,Schlieren Switzerland
Schwyz,Switzerland,,Schwyz Switzerland,Schwyz Switzerland,Schwyz Switzerland
Sembrancher,Switzerland,,Sembrancher Switzerland,Sembrancher Switzerland,Sembrancher Switzerland
Sempach,Switzerland,,Sempach Switzerland,Sempach Switzerland,Sempach Switzerland
Sierre,Switzerland,,Sierre Switzerland,Sierre Switzerland,Sierre Switzerland
Sion,Switzerland,,Sion Switzerland,Sion Switzerland,Sion Switzerland
Solothurn,Switzerland,,Solothurn Switzerland,Solothurn Switzerland,Solothurn Switzerland
Spiez,Switzerland,,Spiez Switzerland,Spiez Switzerland,Spiez Switzerland
Spreitenbach,Switzerland,,Spreitenbach Switzerland,Spreitenbach Switzerland,Spreitenbach Switzerland
Splügen,Switzerland,,Splügen Switzerland,Splügen Switzerland,Splügen Switzerland
St. Gallen,Switzerland,,St. Gallen Switzerland,St. Gallen Switzerland,St. Gallen Switzerland
St. Moritz,Switzerland,,St. Moritz Switzerland,St. Moritz Switzerland,St. Moritz Switzerland
Stäfa,Switzerland,,Stäfa Switzerland,Stäfa Switzerland,Stäfa Switzerland
Stans,Switzerland,,Stans Switzerland,Stans Switzerland,Stans Switzerland
Steckborn,Switzerland,,Steckborn Switzerland,Steckborn Switzerland,Steckborn Switzerland
Steffisburg,Switzerland,,Steffisburg Switzerland,Steffisburg Switzerland,Steffisburg Switzerland
Steinhausen,Switzerland,,Steinhausen Switzerland,Steinhausen Switzerland,Steinhausen Switzerland
Suhr,Switzerland,,Suhr Switzerland,Suhr Switzerland,Suhr Switzerland
Stein am Rhein,Switzerland,,Stein am Rhein Switzerland,Stein am Rhein Switzerland,Stein am Rhein Switzerland
Sursee,Switzerland,,Sursee Switzerland,Sursee Switzerland,Sursee Switzerland
Thalwil,Switzerland,,Thalwil Switzerland,Thalwil Switzerland,Thalwil Switzerland
Thônex,Switzerland,,Thônex Switzerland,Thônex Switzerland,Thônex Switzerland
Thun,Switzerland,,Thun Switzerland,Thun Switzerland,Thun Switzerland
Thusis,Switzerland,,Thusis Switzerland,Thusis Switzerland,Thusis Switzerland
Unterseen,Switzerland,,Unterseen Switzerland,Unterseen Switzerland,Unterseen Switzerland
Urdorf,Switzerland,,Urdorf Switzerland,Urdorf Switzerland,Urdorf Switzerland
Uster,Switzerland,,Uster Switzerland,Uster Switzerland,Uster Switzerland
Uznach,Switzerland,,Uznach Switzerland,Uznach Switzerland,Uznach Switzerland
Uzwil,Switzerland,,Uzwil Switzerland,Uzwil Switzerland,Uzwil Switzerland
Val-de-Travers,Switzerland,,Val-de-Travers Switzerland,Val-de-Travers Switzerland,Val-de-Travers Switzerland
Valangin,Switzerland,,Valangin Switzerland,Valangin Switzerland,Valangin Switzerland
Vernier,Switzerland,,Vernier Switzerland,Vernier Switzerland,Vernier Switzerland
Versoix,Switzerland,,Versoix Switzerland,Versoix Switzerland,Versoix Switzerland
Vevey,Switzerland,,Vevey Switzerland,Vevey Switzerland,Vevey Switzerland
Veyrier,Switzerland,,Veyrier Switzerland,Veyrier Switzerland,Veyrier Switzerland
Villeneuve,Switzerland,,Villeneuve Switzerland,Villeneuve Switzerland,Villeneuve Switzerland
Villars-sur-Glâne,Switzerland,,Villars-sur-Glâne Switzerland,Villars-sur-Glâne Switzerland,Villars-sur-Glâne Switzerland
Visp,Switzerland,,Visp Switzerland,Visp Switzerland,Visp Switzerland
Volketswil,Switzerland,,Volketswil Switzerland,Volketswil Switzerland,Volketswil Switzerland
Wädenswil,Switzerland,,Wädenswil Switzerland,Wädenswil Switzerland,Wädenswil Switzerland
Waldenburg,Switzerland,,Waldenburg Switzerland,Waldenburg Switzerland,Waldenburg Switzerland
Walenstadt,Switzerland,,Walenstadt Switzerland,Walenstadt Switzerland,Walenstadt Switzerland
Wallisellen,Switzerland,,Wallisellen Switzerland,Wallisellen Switzerland,Wallisellen Switzerland
Wangen an der Aare,Switzerland,,Wangen an der Aare Switzerland,Wangen an der Aare Switzerland,Wangen an der Aare Switzerland
Werdenberg,Switzerland,,Werdenberg Switzerland,Werdenberg Switzerland,Werdenberg Switzerland
Weinfelden,Switzerland,,Weinfelden Switzerland,Weinfelden Switzerland,Weinfelden Switzerland
Wettingen,Switzerland,,Wettingen Switzerland,Wettingen Switzerland,Wettingen Switzerland
Wetzikon,Switzerland,,Wetzikon Switzerland,Wetzikon Switzerland,Wetzikon Switzerland
Wiedlisbach,Switzerland,,Wiedlisbach Switzerland,Wiedlisbach Switzerland,Wiedlisbach Switzerland
Wil,Switzerland,,Wil Switzerland,Wil Switzerland,Wil Switzerland
Willisau,Switzerland,,Willisau Switzerland,Willisau Switzerland,Willisau Switzerland
Winterthur,Switzerland,,Winterthur Switzerland,Winterthur Switzerland,Winterthur Switzerland
Wohlen,Switzerland,,Wohlen Switzerland,Wohlen Switzerland,Wohlen Switzerland
Yverdon-les-Bains,Switzerland,,Yverdon-les-Bains Switzerland,Yverdon-les-Bains Switzerland,Yverdon-les-Bains Switzerland
Zermatt,Switzerland,,Zermatt Switzerland,Zermatt Switzerland,Zermatt Switzerland
Zofingen,Switzerland,,Zofingen Switzerland,Zofingen Switzerland,Zofingen Switzerland
Zollikofen,Switzerland,,Zollikofen Switzerland,Zollikofen Switzerland,Zollikofen Switzerland
Zollikon,Switzerland,,Zollikon Switzerland,Zollikon Switzerland,Zollikon Switzerland
Zug,Switzerland,,Zug Switzerland,Zug Switzerland,Zug Switzerland
Zürich,Switzerland,,Zürich Switzerland,Zürich Switzerland,Zürich Switzerland
Bad Zurzach,Switzerland,,Bad Zurzach Switzerland,Bad Zurzach Switzerland,Bad Zurzach Switzerland
Dushanbe,Tajikistan,,Dushanbe Tajikistan,Dushanbe Tajikistan,Dushanbe Tajikistan
Khujand,Tajikistan,,Khujand Tajikistan,Khujand Tajikistan,Khujand Tajikistan
Bokhtar,Tajikistan,,Bokhtar Tajikistan,Bokhtar Tajikistan,Bokhtar Tajikistan
Kulob,Tajikistan,,Kulob Tajikistan,Kulob Tajikistan,Kulob Tajikistan
Istaravshan,Tajikistan,,Istaravshan Tajikistan,Istaravshan Tajikistan,Istaravshan Tajikistan
Tursunzoda,Tajikistan,,Tursunzoda Tajikistan,Tursunzoda Tajikistan,Tursunzoda Tajikistan
Konibodom,Tajikistan,,Konibodom Tajikistan,Konibodom Tajikistan,Konibodom Tajikistan
Isfara,Tajikistan,,Isfara Tajikistan,Isfara Tajikistan,Isfara Tajikistan
Panjakent,Tajikistan,,Panjakent Tajikistan,Panjakent Tajikistan,Panjakent Tajikistan
Vahdat,Tajikistan,,Vahdat Tajikistan,Vahdat Tajikistan,Vahdat Tajikistan
Yovon,Tajikistan,,Yovon Tajikistan,Yovon Tajikistan,Yovon Tajikistan
Buston,Tajikistan,,Buston Tajikistan,Buston Tajikistan,Buston Tajikistan
Norak,Tajikistan,,Norak Tajikistan,Norak Tajikistan,Norak Tajikistan
Danghara,Tajikistan,,Danghara Tajikistan,Danghara Tajikistan,Danghara Tajikistan
Khorugh,Tajikistan,,Khorugh Tajikistan,Khorugh Tajikistan,Khorugh Tajikistan
Hisor,Tajikistan,,Hisor Tajikistan,Hisor Tajikistan,Hisor Tajikistan
Farkhor,Tajikistan,,Farkhor Tajikistan,Farkhor Tajikistan,Farkhor Tajikistan
Somoniyon,Tajikistan,,Somoniyon Tajikistan,Somoniyon Tajikistan,Somoniyon Tajikistan
Hulbuk,Tajikistan,,Hulbuk Tajikistan,Hulbuk Tajikistan,Hulbuk Tajikistan
Moskovskiy,Tajikistan,,Moskovskiy Tajikistan,Moskovskiy Tajikistan,Moskovskiy Tajikistan
Ghafurov,Tajikistan,,Ghafurov Tajikistan,Ghafurov Tajikistan,Ghafurov Tajikistan
Zafarobod,Tajikistan,,Zafarobod Tajikistan,Zafarobod Tajikistan,Zafarobod Tajikistan
Mirzo Tursunzoda,Tajikistan,,Mirzo Tursunzoda Tajikistan,Mirzo Tursunzoda Tajikistan,Mirzo Tursunzoda Tajikistan
Balkh,Tajikistan,,Balkh Tajikistan,Balkh Tajikistan,Balkh Tajikistan
Dusti,Tajikistan,,Dusti Tajikistan,Dusti Tajikistan,Dusti Tajikistan
Navkat,Tajikistan,,Navkat Tajikistan,Navkat Tajikistan,Navkat Tajikistan
Shaydon,Tajikistan,,Shaydon Tajikistan,Shaydon Tajikistan,Shaydon Tajikistan
Guliston,Tajikistan,,Guliston Tajikistan,Guliston Tajikistan,Guliston Tajikistan
Levakant,Tajikistan,,Levakant Tajikistan,Levakant Tajikistan,Levakant Tajikistan
Istiqlol,Tajikistan,,Istiqlol Tajikistan,Istiqlol Tajikistan,Istiqlol Tajikistan
Shahritus,Tajikistan,,Shahritus Tajikistan,Shahritus Tajikistan,Shahritus Tajikistan
Ghonchi,Tajikistan,,Ghonchi Tajikistan,Ghonchi Tajikistan,Ghonchi Tajikistan
Mehrobod,Tajikistan,,Mehrobod Tajikistan,Mehrobod Tajikistan,Mehrobod Tajikistan
Adrasmon,Tajikistan,,Adrasmon Tajikistan,Adrasmon Tajikistan,Adrasmon Tajikistan
Vakhsh,Tajikistan,,Vakhsh Tajikistan,Vakhsh Tajikistan,Vakhsh Tajikistan
Roghun,Tajikistan,,Roghun Tajikistan,Roghun Tajikistan,Roghun Tajikistan
Sharora,Tajikistan,,Sharora Tajikistan,Sharora Tajikistan,Sharora Tajikistan
Mu'minobod,Tajikistan,,Mu'minobod Tajikistan,Mu'minobod Tajikistan,Mu'minobod Tajikistan
Abdurahmoni Jomi,Tajikistan,,Abdurahmoni Jomi Tajikistan,Abdurahmoni Jomi Tajikistan,Abdurahmoni Jomi Tajikistan
Panj,Tajikistan,,Panj Tajikistan,Panj Tajikistan,Panj Tajikistan
Mehnatobod,Tajikistan,,Mehnatobod Tajikistan,Mehnatobod Tajikistan,Mehnatobod Tajikistan
Nu'mon Roziq,Tajikistan,,Nu'mon Roziq Tajikistan,Nu'mon Roziq Tajikistan,Nu'mon Roziq Tajikistan
Obikiik,Tajikistan,,Obikiik Tajikistan,Obikiik Tajikistan,Obikiik Tajikistan
Qubodiyon,Tajikistan,,Qubodiyon Tajikistan,Qubodiyon Tajikistan,Qubodiyon Tajikistan
Homid Aliev,Tajikistan,,Homid Aliev Tajikistan,Homid Aliev Tajikistan,Homid Aliev Tajikistan
Sovet,Tajikistan,,Sovet Tajikistan,Sovet Tajikistan,Sovet Tajikistan
Fayzobod,Tajikistan,,Fayzobod Tajikistan,Fayzobod Tajikistan,Fayzobod Tajikistan
Navobod,Tajikistan,,Navobod Tajikistan,Navobod Tajikistan,Navobod Tajikistan
Dar es Salaam,Tanzania,,Dar es Salaam Tanzania,Dar es Salaam Tanzania,Dar es Salaam Tanzania
Mwanza,Tanzania,,Mwanza Tanzania,Mwanza Tanzania,Mwanza Tanzania
Arusha,Tanzania,,Arusha Tanzania,Arusha Tanzania,Arusha Tanzania
Mbeya,Tanzania,,Mbeya Tanzania,Mbeya Tanzania,Mbeya Tanzania
Morogoro,Tanzania,,Morogoro Tanzania,Morogoro Tanzania,Morogoro Tanzania
Tanga,Tanzania,,Tanga Tanzania,Tanga Tanzania,Tanga Tanzania
Kahama,Tanzania,,Kahama Tanzania,Kahama Tanzania,Kahama Tanzania
